"Date","Price","Open","High","Low","Vol.","Change %"
"12/02/2021","58,461.29","57,781.48","58,513.93","57,680.41","8.15M","1.35%"
"12/01/2021","57,684.79","57,365.85","57,846.45","57,346.78","11.75M","1.09%"
"11/30/2021","57,064.87","57,272.08","58,183.77","56,867.51","8.06M","-0.34%"
"11/29/2021","57,260.58","57,028.04","57,626.51","56,382.93","8.36M","0.27%"
"11/26/2021","57,107.15","58,254.79","58,254.79","56,993.89","8.39M","-2.87%"
"11/25/2021","58,795.09","58,363.93","58,901.58","58,143.86","6.77M","0.78%"
"11/24/2021","58,340.99","58,839.32","58,968.12","58,143.44","8.75M","-0.55%"
"11/23/2021","58,664.33","57,983.95","58,834.95","57,718.34","11.97M","0.34%"
"11/22/2021","58,465.89","59,710.48","59,778.37","58,011.92","10.58M","-1.96%"
"11/18/2021","59,636.01","59,968.75","60,177.52","59,376.50","7.81M","-0.62%"
"11/17/2021","60,008.33","60,179.93","60,426.61","59,944.77","19.87M","-0.52%"
"11/16/2021","60,322.37","60,755.38","60,802.79","60,199.56","6.34M","-0.65%"
"11/15/2021","60,718.71","60,837.40","61,036.56","60,597.36","7.13M","0.05%"
"11/12/2021","60,686.69","60,248.04","60,750.72","59,997.96","6.90M","1.28%"
"11/11/2021","59,919.69","60,291.70","60,293.25","59,656.26","6.16M","-0.72%"
"11/10/2021","60,352.82","60,295.26","60,506.50","59,967.45","7.46M","-0.13%"
"11/09/2021","60,433.45","60,609.72","60,670.47","60,213.64","6.17M","-0.19%"
"11/08/2021","60,545.61","60,385.76","60,609.16","59,779.19","7.49M","0.80%"
"11/04/2021","60,067.62","60,207.97","60,207.97","60,011.46","1.84M","0.49%"
"11/03/2021","59,771.92","60,275.21","60,361.82","59,552.49","8.51M","-0.43%"
"11/02/2021","60,029.06","60,360.61","60,421.14","59,881.75","6.02M","-0.18%"
"11/01/2021","60,138.46","59,577.48","60,220.21","59,355.12","7.21M","1.40%"
"10/29/2021","59,306.93","59,857.33","60,132.81","59,089.37","8.96M","-1.13%"
"10/28/2021","59,984.70","61,081.00","61,081.00","59,777.58","8.60M","-1.89%"
"10/27/2021","61,143.33","61,499.70","61,576.85","60,989.39","8.91M","-0.34%"
"10/26/2021","61,350.26","60,997.90","61,497.71","60,791.29","6.73M","0.63%"
"10/25/2021","60,967.05","61,398.75","61,404.99","60,449.68","10.53M","0.24%"
"10/22/2021","60,821.62","61,044.54","61,420.13","60,551.15","9.39M","-0.17%"
"10/21/2021","60,923.50","61,557.94","61,621.20","60,485.65","7.27M","-0.55%"
"10/20/2021","61,259.96","61,800.07","61,880.36","61,109.29","48.39M","-0.74%"
"10/19/2021","61,716.05","62,156.48","62,245.43","61,594.29","8.58M","-0.08%"
"10/18/2021","61,765.59","61,817.32","61,963.07","61,624.65","11.84M","0.75%"
"10/14/2021","61,305.95","61,088.82","61,353.25","60,978.04","12.60M","0.94%"
"10/13/2021","60,737.05","60,619.91","60,836.63","60,452.29","8.48M","0.75%"
"10/12/2021","60,284.31","60,045.75","60,331.74","59,885.39","6.49M","0.25%"
"10/11/2021","60,135.78","60,099.68","60,476.13","59,811.42","42.49M","0.13%"
"10/08/2021","60,059.06","59,960.39","60,212.30","59,830.93","5.66M","0.64%"
"10/07/2021","59,677.83","59,632.81","59,914.91","59,597.06","5.69M","0.82%"
"10/06/2021","59,189.73","59,942.00","59,963.57","59,079.86","6.95M","-0.93%"
"10/05/2021","59,744.88","59,320.14","59,778.87","59,127.04","12.92M","0.75%"
"10/04/2021","59,299.32","59,143.00","59,548.82","58,952.11","9.96M","0.91%"
"10/01/2021","58,765.58","58,889.77","58,890.08","58,551.14","10.19M","-0.61%"
"09/30/2021","59,126.36","59,549.57","59,557.24","59,019.28","8.91M","-0.48%"
"09/29/2021","59,413.27","59,296.54","59,678.66","59,111.41","16.07M","-0.43%"
"09/28/2021","59,667.60","60,285.89","60,288.44","59,045.53","21.06M","-0.68%"
"09/27/2021","60,077.88","60,303.79","60,412.32","59,887.19","6.23M","0.05%"
"09/24/2021","60,048.47","60,158.76","60,333.00","59,946.55","10.87M","0.27%"
"09/23/2021","59,885.36","59,358.18","59,957.25","59,243.15","44.59M","1.63%"
"09/22/2021","58,927.33","59,166.15","59,178.44","58,878.38","19.22M","-0.13%"
"09/21/2021","59,005.27","58,630.06","59,084.51","58,232.54","9.50M","0.88%"
"09/20/2021","58,490.93","58,634.69","59,202.56","58,389.69","17.40M","-0.89%"
"09/17/2021","59,015.89","59,409.98","59,737.32","58,871.73","13.14M","-0.21%"
"09/16/2021","59,141.16","58,881.04","59,204.29","58,700.50","24.66M","0.71%"
"09/15/2021","58,723.20","58,354.11","58,777.06","58,272.82","9.56M","0.82%"
"09/14/2021","58,247.09","58,482.62","58,482.62","58,214.29","6.71M","0.12%"
"09/13/2021","58,177.76","58,262.11","58,314.64","57,944.63","5.57M","-0.22%"
"09/09/2021","58,305.07","58,172.98","58,334.59","58,084.99","5.33M","0.09%"
"09/08/2021","58,250.26","58,350.56","58,372.94","57,924.48","5.29M","-0.05%"
"09/07/2021","58,279.48","58,418.69","58,553.07","58,005.07","7.45M","-0.03%"
"09/06/2021","58,296.91","58,411.62","58,515.85","58,200.29","5.63M","0.29%"
"09/03/2021","58,129.95","57,983.45","58,194.79","57,764.07","6.14M","0.48%"
"09/02/2021","57,852.54","57,423.65","57,892.37","57,287.79","5.06M","0.90%"
"09/01/2021","57,338.21","57,763.53","57,918.71","57,263.90","7.34M","-0.37%"
"08/31/2021","57,552.39","56,995.15","57,625.26","56,859.10","11.21M","1.16%"
"08/30/2021","56,889.76","56,329.25","56,958.27","56,309.86","6.58M","1.36%"
"08/27/2021","56,124.72","55,862.93","56,188.23","55,675.87","6.01M","0.31%"
"08/26/2021","55,949.10","55,988.41","56,112.39","55,854.07","8.35M","0.01%"
"08/25/2021","55,944.21","56,067.06","56,198.13","55,899.96","5.43M","-0.03%"
"08/24/2021","55,958.98","55,647.11","56,023.22","55,536.84","7.59M","0.73%"
"08/23/2021","55,555.79","55,695.84","55,781.17","55,240.29","7.53M","0.41%"
"08/20/2021","55,329.32","55,159.13","55,543.16","55,013.98","6.80M","-0.54%"
"08/18/2021","55,629.49","56,073.31","56,118.57","55,514.89","16.07M","-0.29%"
"08/17/2021","55,792.27","55,565.64","55,854.88","55,386.49","6.82M","0.38%"
"08/16/2021","55,582.58","55,479.74","55,680.75","55,281.02","5.99M","0.26%"
"08/13/2021","55,437.29","54,911.95","55,487.79","54,905.49","14.12M","1.08%"
"08/12/2021","54,843.98","54,641.22","54,874.10","54,536.65","9.33M","0.58%"
"08/11/2021","54,525.93","54,730.65","54,758.74","54,167.20","6.52M","-0.05%"
"08/10/2021","54,554.66","54,461.31","54,779.66","54,308.77","8.73M","0.28%"
"08/09/2021","54,402.85","54,385.71","54,584.73","54,124.27","11.47M","0.23%"
"08/06/2021","54,277.72","54,492.17","54,633.58","54,210.33","7.23M","-0.39%"
"08/05/2021","54,492.84","54,576.64","54,717.24","54,230.89","15.34M","0.23%"
"08/04/2021","54,369.77","54,071.22","54,465.91","54,034.31","14.59M","1.02%"
"08/03/2021","53,823.36","53,125.97","53,887.98","53,088.35","8.12M","1.65%"
"08/02/2021","52,950.63","52,901.28","52,986.77","52,804.08","7.88M","0.69%"
"07/30/2021","52,586.84","52,792.36","52,910.23","52,533.91","9.93M","-0.13%"
"07/29/2021","52,653.07","52,693.53","52,777.18","52,561.39","8.84M","0.40%"
"07/28/2021","52,443.71","52,673.69","52,673.69","51,802.73","8.02M","-0.26%"
"07/27/2021","52,578.76","52,995.72","53,024.70","52,433.18","6.33M","-0.52%"
"07/26/2021","52,852.27","52,985.26","53,103.42","52,783.63","20.89M","-0.23%"
"07/23/2021","52,975.80","52,967.87","53,114.70","52,653.77","12.06M","0.26%"
"07/22/2021","52,837.21","52,494.56","52,867.26","52,471.23","8.33M","1.22%"
"07/20/2021","52,198.51","52,432.88","52,465.03","52,013.51","7.98M","-0.68%"
"07/19/2021","52,553.40","52,606.99","52,821.17","52,405.89","23.78M","-1.10%"
"07/16/2021","53,140.06","53,244.40","53,290.81","52,997.09","6.73M","-0.04%"
"07/15/2021","53,158.85","52,968.89","53,266.12","52,948.43","8.09M","0.48%"
"07/14/2021","52,904.05","52,801.44","52,978.58","52,611.97","9.34M","0.25%"
"07/13/2021","52,769.73","52,694.89","52,806.86","52,545.68","7.94M","0.76%"
"07/12/2021","52,372.69","52,634.33","52,700.51","52,208.96","24.94M","-0.03%"
"07/09/2021","52,386.19","52,508.24","52,555.73","52,228.01","6.44M","-0.35%"
"07/08/2021","52,568.94","53,065.69","53,103.03","52,428.84","6.38M","-0.92%"
"07/07/2021","53,054.76","52,919.71","53,105.41","52,751.76","7.99M","0.37%"
"07/06/2021","52,861.18","52,874.85","53,129.37","52,804.18","6.96M","-0.04%"
"07/05/2021","52,880.00","52,682.89","52,919.17","52,604.35","7.56M","0.75%"
"07/02/2021","52,484.67","52,434.55","52,527.90","52,177.68","6.42M","0.32%"
"07/01/2021","52,318.60","52,638.50","52,638.50","52,281.01","5.78M","-0.31%"
"06/30/2021","52,482.71","52,651.09","52,875.92","52,448.64","9.53M","-0.13%"
"06/29/2021","52,549.66","52,795.76","52,816.42","52,477.77","9.16M","-0.35%"
"06/28/2021","52,735.59","53,126.73","53,126.73","52,673.50","6.22M","-0.36%"
"06/25/2021","52,925.04","52,877.16","52,973.07","52,614.49","10.68M","0.43%"
"06/24/2021","52,699.00","52,514.57","52,830.68","52,385.05","7.86M","0.75%"
"06/23/2021","52,306.08","52,912.35","52,912.35","52,264.12","13.60M","-0.54%"
"06/22/2021","52,588.71","52,885.04","53,057.11","52,520.55","7.73M","0.03%"
"06/21/2021","52,574.46","51,887.55","52,629.18","51,740.19","12.49M","0.44%"
"06/18/2021","52,344.45","52,568.07","52,586.41","51,601.11","11.84M","0.04%"
"06/17/2021","52,323.33","52,122.25","52,523.88","52,040.51","8.85M","-0.34%"
"06/16/2021","52,501.98","52,782.21","52,816.31","52,425.57","12.90M","-0.51%"
"06/15/2021","52,773.05","52,751.83","52,869.51","52,671.29","16.34M","0.42%"
"06/14/2021","52,551.53","52,492.34","52,590.92","51,936.31","9.88M","0.15%"
"06/11/2021","52,474.76","52,477.19","52,641.53","52,388.95","8.52M","0.33%"
"06/10/2021","52,300.47","52,143.90","52,346.35","51,957.92","8.64M","0.69%"
"06/09/2021","51,941.64","52,401.41","52,446.92","51,717.07","15.24M","-0.64%"
"06/08/2021","52,275.57","52,428.72","52,432.43","52,135.04","12.28M","-0.10%"
"06/07/2021","52,328.51","52,231.38","52,378.69","52,054.76","19.77M","0.44%"
"06/04/2021","52,100.05","52,367.52","52,389.02","51,952.70","16.74M","-0.25%"
"06/03/2021","52,232.43","52,121.58","52,273.23","51,942.20","15.00M","0.74%"
"06/02/2021","51,849.48","51,749.10","51,913.92","51,450.58","13.48M","-0.16%"
"06/01/2021","51,934.88","52,067.51","52,228.65","51,808.88","13.39M","0.00%"
"05/31/2021","51,937.44","51,476.22","52,013.22","51,179.94","15.31M","1.00%"
"05/28/2021","51,422.88","51,381.27","51,529.32","51,258.69","15.22M","0.60%"
"05/27/2021","51,115.22","51,128.80","51,282.90","50,891.66","12.27M","0.19%"
"05/26/2021","51,017.52","50,899.58","51,072.61","50,620.45","9.39M","0.75%"
"05/25/2021","50,637.53","50,922.32","50,961.35","50,474.34","10.83M","-0.03%"
"05/24/2021","50,651.90","50,727.28","50,857.59","50,465.90","16.76M","0.22%"
"05/21/2021","50,540.48","49,833.98","50,591.12","49,832.72","18.11M","1.97%"
"05/20/2021","49,564.86","49,971.52","50,099.17","49,496.78","8.32M","-0.68%"
"05/19/2021","49,902.64","50,088.81","50,279.01","49,831.40","13.31M","-0.58%"
"05/18/2021","50,193.33","49,986.68","50,313.25","49,959.20","14.39M","1.24%"
"05/17/2021","49,580.73","48,990.70","49,628.42","48,923.13","20.60M","1.74%"
"05/14/2021","48,732.55","48,898.93","48,898.93","48,473.43","18.17M","0.09%"
"05/12/2021","48,690.80","49,171.28","49,171.28","48,550.72","17.42M","-0.96%"
"05/11/2021","49,161.81","49,066.45","49,304.47","48,988.18","14.97M","-0.69%"
"05/10/2021","49,502.41","49,496.05","49,617.47","49,412.05","12.24M","0.60%"
"05/07/2021","49,206.47","49,169.14","49,417.64","49,036.38","9.23M","0.52%"
"05/06/2021","48,949.76","48,877.78","49,011.31","48,614.11","9.52M","0.56%"
"05/05/2021","48,677.55","48,569.12","48,742.72","48,254.32","12.72M","0.88%"
"05/04/2021","48,253.51","48,881.63","48,996.53","48,149.45","13.20M","-0.95%"
"05/03/2021","48,718.52","48,356.01","48,863.23","48,028.07","14.70M","-0.13%"
"04/30/2021","48,782.36","49,360.89","49,569.42","48,698.08","19.41M","-1.98%"
"04/29/2021","49,765.94","50,093.86","50,375.77","49,535.98","13.23M","0.06%"
"04/28/2021","49,733.84","49,066.64","49,801.48","49,066.64","14.26M","1.61%"
"04/27/2021","48,944.14","48,424.08","49,009.26","48,399.53","10.06M","1.15%"
"04/26/2021","48,386.51","48,197.37","48,667.98","48,152.24","15.23M","1.06%"
"04/23/2021","47,878.45","47,863.81","48,265.39","47,669.55","11.18M","-0.42%"
"04/22/2021","48,080.67","47,501.71","48,143.16","47,204.50","15.84M","0.79%"
"04/20/2021","47,705.80","48,473.04","48,478.34","47,438.50","11.56M","-0.51%"
"04/19/2021","47,949.42","47,940.81","48,020.79","47,362.71","10.52M","-1.81%"
"04/16/2021","48,832.03","48,935.74","49,089.55","48,694.49","11.87M","0.06%"
"04/15/2021","48,803.68","48,512.77","48,887.85","48,010.55","16.11M","0.53%"
"04/13/2021","48,544.06","47,991.53","48,627.43","47,775.32","10.01M","1.38%"
"04/12/2021","47,883.38","48,956.65","48,956.65","47,693.44","19.06M","-3.44%"
"04/09/2021","49,591.32","49,743.39","49,906.91","49,461.01","8.85M","-0.31%"
"04/08/2021","49,746.21","49,885.26","50,118.08","49,581.61","21.77M","0.17%"
"04/07/2021","49,661.76","49,277.09","49,900.13","49,093.90","9.76M","0.94%"
"04/06/2021","49,201.39","49,441.13","49,582.26","48,936.35","9.58M","0.09%"
"04/05/2021","49,159.32","50,020.91","50,028.67","48,580.80","12.65M","-1.74%"
"04/01/2021","50,029.83","49,868.53","50,092.48","49,478.53","8.52M","1.05%"
"03/31/2021","49,509.15","50,049.12","50,050.32","49,442.50","11.94M","-1.25%"
"03/30/2021","50,136.58","49,331.68","50,268.45","49,331.68","10.51M","2.30%"
"03/26/2021","49,008.50","48,969.25","49,234.66","48,699.91","10.58M","1.17%"
"03/25/2021","48,440.12","49,201.98","49,247.95","48,236.35","14.30M","-1.51%"
"03/24/2021","49,180.31","49,786.47","49,854.58","49,120.34","9.18M","-1.74%"
"03/23/2021","50,051.44","49,876.21","50,264.65","49,661.92","13.37M","0.56%"
"03/22/2021","49,771.29","49,878.77","49,878.77","49,281.02","11.63M","-0.17%"
"03/19/2021","49,858.24","48,881.19","50,003.58","48,586.93","17.51M","1.30%"
"03/18/2021","49,216.52","50,161.25","50,296.35","48,962.36","12.61M","-1.17%"
"03/17/2021","49,801.62","50,436.02","50,561.12","49,718.65","12.98M","-1.12%"
"03/16/2021","50,363.96","50,608.42","50,857.98","50,289.44","10.24M","-0.06%"
"03/15/2021","50,395.08","50,773.47","50,834.78","49,799.07","17.60M","-0.78%"
"03/12/2021","50,792.08","51,660.98","51,821.84","50,538.43","12.25M","-0.95%"
"03/10/2021","51,279.51","51,404.68","51,430.43","51,048.93","9.32M","0.50%"
"03/09/2021","51,025.48","50,714.16","51,111.94","50,396.10","12.23M","1.16%"
"03/08/2021","50,441.07","50,654.02","50,985.77","50,318.26","14.22M","0.07%"
"03/05/2021","50,405.32","50,517.36","50,886.19","50,160.54","19.16M","-0.87%"
"03/04/2021","50,846.08","50,812.14","51,256.55","50,539.92","21.85M","-1.16%"
"03/03/2021","51,444.65","50,738.21","51,539.89","50,512.84","15.78M","2.28%"
"03/02/2021","50,296.89","50,258.09","50,439.82","49,807.12","17.47M","0.90%"
"03/01/2021","49,849.84","49,747.71","50,058.42","49,440.46","18.38M","1.53%"
"02/26/2021","49,099.99","50,256.71","50,400.31","48,890.48","23.08M","-3.80%"
"02/25/2021","51,039.31","51,207.61","51,386.12","50,991.76","33.47M","0.51%"
"02/24/2021","50,781.69","49,763.94","50,881.17","49,648.78","45.91M","2.07%"
"02/23/2021","49,751.41","49,994.85","50,327.31","49,659.85","14.85M","0.01%"
"02/22/2021","49,744.32","50,910.51","50,986.03","49,617.37","16.25M","-2.25%"
"02/19/2021","50,889.76","51,238.02","51,432.99","50,624.33","14.98M","-0.85%"
"02/18/2021","51,324.69","51,903.96","51,903.96","51,186.68","18.25M","-0.73%"
"02/17/2021","51,703.83","51,996.94","52,078.15","51,586.34","13.63M","-0.77%"
"02/16/2021","52,104.17","52,400.03","52,516.76","51,863.61","21.14M","-0.10%"
"02/15/2021","52,154.13","51,907.75","52,235.97","51,886.46","14.73M","1.18%"
"02/12/2021","51,544.30","51,614.77","51,804.58","51,260.62","15.09M","0.02%"
"02/11/2021","51,531.52","51,165.84","51,592.45","51,157.31","12.07M","0.43%"
"02/10/2021","51,309.39","51,355.89","51,512.86","50,846.22","15.96M","-0.04%"
"02/09/2021","51,329.08","51,484.23","51,835.86","51,193.93","21.19M","-0.04%"
"02/08/2021","51,348.77","51,146.67","51,523.38","51,146.67","20.60M","1.22%"
"02/05/2021","50,731.63","51,031.39","51,073.27","50,565.29","32.18M","0.23%"
"02/04/2021","50,614.29","50,212.25","50,687.51","49,926.45","33.55M","0.71%"
"02/03/2021","50,255.75","50,231.06","50,526.39","49,515.88","22.37M","0.92%"
"02/02/2021","49,797.72","49,193.26","50,154.48","49,193.26","28.35M","2.46%"
"02/01/2021","48,600.61","46,617.95","48,764.40","46,433.65","22.03M","5.00%"
"01/29/2021","46,285.77","47,423.47","47,423.66","46,160.46","14.46M","-1.26%"
"01/28/2021","46,874.36","46,834.57","47,172.02","46,518.48","25.01M","-1.13%"
"01/27/2021","47,409.93","48,385.28","48,387.25","47,269.60","19.56M","-1.94%"
"01/25/2021","48,347.59","49,253.68","49,263.15","48,274.92","15.52M","-1.09%"
"01/22/2021","48,878.54","49,594.95","49,676.88","48,832.08","18.42M","-1.50%"
"01/21/2021","49,624.76","50,096.57","50,184.01","49,398.86","19.33M","-0.34%"
"01/20/2021","49,792.12","49,508.79","49,874.42","49,373.68","12.16M","0.80%"
"01/19/2021","49,398.29","48,900.31","49,499.86","48,805.54","11.02M","1.72%"
"01/18/2021","48,564.27","49,061.22","49,122.23","48,403.97","16.61M","-0.96%"
"01/15/2021","49,034.67","49,656.71","49,656.71","48,795.79","14.69M","-1.11%"
"01/14/2021","49,584.16","49,432.83","49,663.58","49,182.37","24.47M","0.19%"
"01/13/2021","49,492.32","49,763.93","49,795.19","49,073.85","27.17M","-0.05%"
"01/12/2021","49,517.11","49,228.26","49,569.14","49,079.57","12.68M","0.50%"
"01/11/2021","49,269.32","49,252.31","49,303.79","48,956.38","21.18M","1.00%"
"01/08/2021","48,782.51","48,464.91","48,854.34","48,365.58","22.19M","1.43%"
"01/07/2021","48,093.32","48,524.36","48,558.34","48,037.87","18.43M","-0.17%"
"01/06/2021","48,174.06","48,616.66","48,616.66","47,864.14","22.50M","-0.54%"
"01/05/2021","48,437.78","48,037.63","48,486.24","47,903.38","12.18M","0.54%"
"01/04/2021","48,176.80","48,109.17","48,220.47","47,594.47","13.87M","0.64%"
"01/01/2021","47,868.98","47,785.28","47,980.36","47,771.15","8.27M","0.25%"
"12/31/2020","47,751.33","47,753.11","47,896.97","47,602.12","13.93M","0.01%"
"12/30/2020","47,746.22","47,789.03","47,807.85","47,358.36","15.63M","0.28%"
"12/29/2020","47,613.08","47,466.62","47,714.55","47,361.90","12.76M","0.55%"
"12/28/2020","47,353.75","47,153.59","47,406.72","47,148.24","9.59M","0.81%"
"12/24/2020","46,973.54","46,743.49","47,053.40","46,539.02","13.71M","1.14%"
"12/23/2020","46,444.18","46,072.30","46,513.32","45,899.10","10.47M","0.95%"
"12/22/2020","46,006.69","45,529.61","46,080.18","45,112.19","25.08M","0.99%"
"12/21/2020","45,553.96","46,932.18","47,055.69","44,923.08","24.39M","-3.00%"
"12/18/2020","46,960.69","47,026.02","47,026.02","46,630.31","12.80M","0.15%"
"12/17/2020","46,890.34","46,774.32","46,992.57","46,627.60","17.22M","0.48%"
"12/16/2020","46,666.46","46,573.31","46,704.97","46,402.20","13.14M","0.87%"
"12/15/2020","46,263.17","46,287.39","46,350.30","45,841.67","16.39M","0.02%"
"12/14/2020","46,253.46","46,284.70","46,373.34","45,951.53","18.42M","0.34%"
"12/11/2020","46,099.01","46,060.32","46,309.63","45,706.22","26.25M","0.30%"
"12/10/2020","45,959.88","45,999.42","46,043.97","45,685.87","12.73M","-0.31%"
"12/09/2020","46,103.50","45,891.04","46,164.10","45,792.01","20.68M","1.09%"
"12/08/2020","45,608.51","45,568.80","45,742.23","45,335.17","18.21M","0.40%"
"12/07/2020","45,426.97","45,099.92","45,458.92","45,024.47","18.69M","0.77%"
"12/04/2020","45,079.55","44,665.91","45,148.28","44,665.91","27.64M","1.00%"
"12/03/2020","44,632.65","44,902.02","44,953.01","44,551.42","30.67M","0.03%"
"12/02/2020","44,618.04","44,729.52","44,729.64","44,169.97","16.02M","-0.08%"
"12/01/2020","44,655.44","44,435.83","44,730.79","44,118.10","16.03M","1.15%"